"ts","device","lpg"
"22.6","1.594512183108313E9","false"
"27.0","1.5945121845828233E9","true"
"19.799999237060547","1.594512184619436E9","false"
"22.6","1.5945121867946045E9","false"
"27.0","1.5945121894795554E9","true"
"22.6","1.5945121904766395E9","false"
"19.799999237060547","1.5945121932924936E9","false"
"22.6","1.5945121941553497E9","false"
"27.0","1.5945121943549402E9","true"
"22.6","1.594512197841233E9","false"
"27.0","1.594512198697217E9","true"
"19.799999237060547","1.5945122003289607E9","false"
"22.7","1.5945122015272138E9","false"
"22.7","1.5945122052133515E9","false"
"19.700000762939453","1.5945122057552145E9","false"
"27.0","1.5945122062489655E9","true"
"22.7","1.5945122088974986E9","false"
"27.0","1.5945122111266878E9","true"
"19.799999237060547","1.594512211184731E9","false"
"22.7","1.5945122125837967E9","false"
"19.799999237060547","1.5945122160754442E9","false"
"22.6","1.5945122162700188E9","false"
"27.0","1.5945122165350983E9","true"
"22.6","1.5945122199562583E9","false"
"27.0","1.5945122203450258E9","true"
"19.700000762939453","1.5945122225777857E9","false"
"22.6","1.5945122236425126E9","false"
"27.0","1.5945122262972412E9","true"
"19.799999237060547","1.5945122269381864E9","false"
"22.6","1.594512227328582E9","false"
"22.6","1.5945122312624438E9","false"
"19.700000762939453","1.5945122329004583E9","false"
"27.0","1.5945122338479059E9","true"
"22.6","1.5945122349424922E9","false"
"22.6","1.5945122386291656E9","false"
"19.799999237060547","1.5945122388623924E9","false"
"27.0","1.594512240327304E9","true"
"22.6","1.5945122425696416E9","false"
"19.799999237060547","1.5945122437475667E9","false"
"22.7","1.594512246255759E9","false"
"27.0","1.5945122468188376E9","true"
"19.799999237060547","1.5945122475596132E9","false"
"22.7","1.5945122499418101E9","false"
"19.700000762939453","1.5945122530146322E9","false"
"22.7","1.5945122536278481E9","false"
"27.0","1.5945122538389752E9","true"
"22.6","1.594512257313728E9","false"
"19.799999237060547","1.594512257917655E9","false"
"27.0","1.5945122587162416E9","true"
"22.6","1.594512260997189E9","false"
"19.700000762939453","1.594512263880461E9","false"
"22.7","1.5945122646830668E9","false"
"22.6","1.5945122683689249E9","false"
"27.0","1.594512268941263E9","true"
"19.700000762939453","1.5945122693070655E9","false"
"22.7","1.5945122720551708E9","false"
"19.700000762939453","1.594512273119511E9","false"
"27.0","1.594512274350184E9","true"
"22.7","1.5945122757402208E9","false"
"19.799999237060547","1.5945122774707866E9","false"
"27.0","1.594512279226336E9","true"
"22.6","1.5945122794246385E9","false"
"19.700000762939453","1.594512282896851E9","false"
"22.6","1.5945122831108127E9","false"
"27.0","1.5945122841044822E9","true"
"22.7","1.594512286797752E9","false"
"19.799999237060547","1.5945122899379995E9","false"
"22.7","1.594512290481524E9","false"
"27.0","1.594512291120198E9","true"
"22.7","1.5945122941652725E9","false"
"19.799999237060547","1.594512294292488E9","false"
"27.0","1.5945122970675566E9","true"
"22.6","1.59451229784964E9","false"
"19.700000762939453","1.5945122986459558E9","false"
"22.6","1.594512301534507E9","false"
"19.799999237060547","1.5945123029969525E9","false"
"22.7","1.594512305220806E9","false"
"22.6","1.5945123089071703E9","false"
"27.0","1.5945123097499459E9","true"
"19.799999237060547","1.5945123100601006E9","false"
"22.6","1.594512312592361E9","false"
"19.799999237060547","1.5945123149528723E9","false"
"22.6","1.594512316277727E9","false"
"19.700000762939453","1.594512319303195E9","false"
"22.7","1.5945123199630647E9","false"
"27.0","1.5945123223801043E9","true"
"22.7","1.5945123236467438E9","false"
"19.700000762939453","1.5945123247315602E9","false"
"22.7","1.594512327330708E9","false"
"27.0","1.5945123309915383E9","true"
"22.7","1.5945123310156698E9","false"
"22.7","1.5945123346973357E9","false"
"19.700000762939453","1.5945123350020547E9","false"
"27.0","1.5945123358637028E9","true"
"22.7","1.5945123383836343E9","false"
"19.700000762939453","1.5945123388165228E9","false"
"27.0","1.5945123407421043E9","true"
"22.7","1.5945123420655313E9","false"
"22.7","1.5945123457499473E9","false"
"27.0","1.5945123488300364E9","true"
"22.7","1.5945123496670337E9","false"
"19.700000762939453","1.594512350158604E9","false"
"22.7","1.5945123533518052E9","false"
"27.0","1.5945123553161287E9","true"
"19.799999237060547","1.594512356135651E9","false"
"22.7","1.594512357038556E9","false"
"27.0","1.59451235912307E9","true"
"19.700000762939453","1.5945123604978554E9","false"
"22.7","1.5945123607226696E9","false"
"22.6","1.5945123643988764E9","false"
"19.700000762939453","1.5945123653878493E9","false"
"27.0","1.5945123661619394E9","true"
"22.6","1.594512368079987E9","false"
"19.700000762939453","1.594512369224688E9","false"
"27.0","1.5945123710358164E9","true"
"22.6","1.5945123717663155E9","false"
"22.6","1.5945123754486268E9","false"
"22.7","1.5945123791335208E9","false"
"19.799999237060547","1.5945123805670068E9","false"
"22.7","1.5945123828176394E9","false"
"27.0","1.5945123847219987E9","true"
"19.799999237060547","1.5945123859992137E9","false"
"22.7","1.5945123865186393E9","false"
"27.0","1.5945123885299382E9","true"
"22.7","1.5945123902062676E9","false"
"19.700000762939453","1.5945123919667501E9","false"
"22.7","1.5945123938938837E9","false"
"27.0","1.5945123955457332E9","true"
"19.700000762939453","1.5945123973998473E9","false"
"22.7","1.5945123975818694E9","false"
"27.0","1.594512399356173E9","true"
"19.700000762939453","1.5945124012124512E9","false"
"22.7","1.5945124012695198E9","false"
"27.100000381469727","1.5945124042321637E9","true"
"22.7","1.5945124049568317E9","false"
"19.799999237060547","1.5945124082484004E9","false"
"22.7","1.5945124086433067E9","false"
"27.0","1.5945124091058335E9","true"
"22.7","1.5945124123305879E9","false"
"19.799999237060547","1.5945124125999038E9","false"
"27.0","1.5945124150487883E9","true"
"22.7","1.5945124160162945E9","false"
"27.100000381469727","1.5945124193913538E9","true"
"22.7","1.5945124197021863E9","false"
"22.7","1.594512423387916E9","false"
"19.799999237060547","1.5945124239299147E9","false"
"27.0","1.5945124248014004E9","true"
"22.7","1.5945124270737925E9","false"
"27.0","1.5945124307498245E9","true"
"22.7","1.5945124307596412E9","false"
"19.799999237060547","1.5945124326445713E9","false"
"22.7","1.59451243444543E9","false"
"19.799999237060547","1.594512437535063E9","false"
"22.7","1.5945124381311555E9","false"
"22.7","1.5945124418172643E9","false"
"22.6","1.5945124455029986E9","false"
"19.799999237060547","1.5945124456660502E9","false"
"27.0","1.5945124465909781E9","true"
"22.7","1.594512449188678E9","false"
"19.799999237060547","1.5945124494777734E9","false"
"27.0","1.5945124514662137E9","true"
"22.7","1.5945124528745456E9","false"
"19.799999237060547","1.5945124532920814E9","false"
"27.0","1.594512456351643E9","true"
"22.7","1.594512456560279E9","false"
"19.799999237060547","1.5945124571063414E9","false"
"22.6","1.5945124602454543E9","false"
"19.799999237060547","1.594512461990267E9","false"
"22.7","1.5945124638909159E9","false"
"27.0","1.5945124638974855E9","true"
"22.6","1.5945124675879502E9","false"
"27.0","1.5945124698433945E9","true"
"22.6","1.594512471276725E9","false"
"19.799999237060547","1.594512472252391E9","false"
"22.6","1.5945124749624975E9","false"
"19.799999237060547","1.594512476609095E9","false"
"27.0","1.5945124768573587E9","true"
"22.7","1.594512478648146E9","false"
"22.6","1.5945124823353093E9","false"
"19.700000762939453","1.5945124825734913E9","false"
"27.0","1.594512485561073E9","true"
"22.6","1.5945124860212014E9","false"
"19.799999237060547","1.5945124869302876E9","false"
"22.7","1.594512489706947E9","false"
"27.0","1.5945124909776528E9","true"
"22.7","1.5945124933928335E9","false"
"22.6","1.5945124970788255E9","false"
"19.700000762939453","1.5945124971942053E9","false"
"27.0","1.5945125006676934E9","true"
"22.6","1.5945125007652602E9","false"
"19.799999237060547","1.5945125010078723E9","false"
"22.6","1.5945125044511814E9","false"
"19.799999237060547","1.5945125053599744E9","false"
"27.0","1.594512506089249E9","true"
"22.6","1.5945125081369832E9","false"
"19.700000762939453","1.5945125113209257E9","false"
"22.6","1.5945125118230798E9","false"
"27.0","1.5945125125707974E9","true"
"22.6","1.5945125154171016E9","false"
"19.700000762939453","1.5945125172920337E9","false"
"27.0","1.594512517447655E9","true"
"22.6","1.594512519105431E9","false"
"19.700000762939453","1.5945125227309122E9","false"
"22.6","1.594512522791306E9","false"
"22.6","1.59451252647733E9","false"
"27.0","1.594512527149592E9","true"
"22.6","1.5945125301631079E9","false"
"19.700000762939453","1.594512531925513E9","false"
"27.0","1.5945125330925503E9","true"
"22.6","1.5945125338488903E9","false"
"19.700000762939453","1.5945125362765982E9","false"
"22.6","1.5945125375349653E9","false"
"27.0","1.5945125390393465E9","true"
"19.700000762939453","1.594512540101289E9","false"
"22.6","1.5945125412208881E9","false"
"22.6","1.5945125449100237E9","false"
"27.0","1.5945125450208576E9","true"
"19.700000762939453","1.5945125455301967E9","false"
"22.6","1.59451254859579E9","false"
"27.0","1.5945125488305173E9","true"
"19.700000762939453","1.5945125521088912E9","false"
"22.6","1.594512552281934E9","false"
"27.0","1.594512552640627E9","true"
"22.6","1.59451255596701E9","false"
"19.700000762939453","1.594512559142543E9","false"
"22.6","1.5945125596532643E9","false"
"27.0","1.5945125601876419E9","true"
"19.700000762939453","1.5945125629603138E9","false"
"22.6","1.5945125633390877E9","false"
"27.0","1.5945125645294924E9","true"
"22.6","1.5945125670251727E9","false"
"19.700000762939453","1.5945125678502383E9","false"
"27.0","1.594512570479444E9","true"
"22.6","1.59451257071103E9","false"
"19.700000762939453","1.5945125727376988E9","false"
"22.6","1.5945125743969593E9","false"
"27.0","1.594512578033297E9","true"
"22.6","1.5945125780828621E9","false"
"19.700000762939453","1.5945125786981199E9","false"
"22.6","1.5945125817687669E9","false"
"19.700000762939453","1.594512584657613E9","false"
"27.0","1.5945125850463905E9","true"
"22.5","1.5945125854548755E9","false"
"22.5","1.5945125891410255E9","false"
"27.0","1.5945125893883755E9","true"
"19.700000762939453","1.59451258956027E9","false"
"22.5","1.5945125928299394E9","false"
"27.0","1.5945125931955447E9","true"
"19.700000762939453","1.594512593915936E9","false"
"22.5","1.5945125965157933E9","false"
"19.700000762939453","1.594512597728581E9","false"
"22.5","1.5945126002017455E9","false"
"27.0","1.594512600220639E9","true"
"22.5","1.5945126038875432E9","false"
"27.0","1.5945126056325188E9","true"
"22.5","1.594512607573413E9","false"
"27.0","1.5945126105035768E9","true"
"22.5","1.5945126112593684E9","false"
"22.5","1.594512614945196E9","false"
"22.5","1.5945126186312613E9","false"
"19.700000762939453","1.5945126187600505E9","false"
"27.0","1.5945126191201742E9","true"
"22.4","1.5945126223164136E9","false"
"19.700000762939453","1.59451262364804E9","false"
"22.5","1.5945126260022788E9","false"
"19.700000762939453","1.59451262745905E9","false"
"27.0","1.5945126293466551E9","true"
"22.5","1.5945126296883273E9","false"
"27.0","1.5945126331554966E9","true"
"22.4","1.5945126333744543E9","false"
"19.700000762939453","1.594512633958323E9","false"
"27.0","1.5945126369652033E9","true"
"22.5","1.594512637060391E9","false"
"22.4","1.5945126407464511E9","false"
"19.700000762939453","1.594512641531259E9","false"
"27.0","1.5945126434511547E9","true"
"22.4","1.594512644432477E9","false"
